id_municipio,ano,funcao,despesa_total,elemento_34,elemento_36,elemento_39,terceirizacao_total
4101051,2019,Outros,86346302.12,480063.84,194577.77,1873376.26,2548017.87
4108601,2019,Outros,425463390.67999995,1132653.66,1362386.28,16538639.38,19033679.32
4128708,2019,Outros,134168357.98000002,2650.0,332509.81,4197046.32,4532206.13
4108452,2019,Outros,106315599.04,120001.95,209165.6,2749253.18,3078420.73
4127957,2019,Outros,170005800.72,418943.46,375205.79,5621744.98,6415894.23
4127502,2019,Outros,470554022.76,2184440.5,1194371.38,14792085.63,18170897.51
4107736,2019,Outros,145029952.69,1113468.85,9855.94,5207345.26,6330670.05
4120705,2019,Outros,133420593.45,0.0,235047.62,3650625.78,3885673.4
4115507,2019,Outros,109071608.41000001,0.0,165296.38,4134951.56,4300247.94
4106605,2019,Outros,348541551.39,0.0,1541441.27,13353614.14,14895055.41
4123956,2019,Outros,96528009.68999998,0.0,567679.51,3177324.38,3745003.8899999997
4110409,2019,Outros,130181391.31999998,272373.16,256770.56,2397900.14,2927043.8600000003
4107546,2019,Outros,103567809.63,0.0,85151.93,2181610.23,2266762.16
4105607,2019,Outros,206615116.37,0.0,640840.74,6114969.2,6755809.94
4120101,2019,Outros,90480935.39,0.0,441082.41,3508482.84,3949565.25
4106803,2019,Outros,275095206.40999997,937919.88,1063794.22,8218209.99,10219924.09
4111506,2019,Outros,440383253.1700001,0.0,82353.24,18360322.05,18442675.29
4115606,2019,Outros,364576023.81,0.0,120921.15,13646531.27,13767452.42
4119400,2019,Outros,317614387.93,0.0,72937.0,7927264.52,8000201.52
4128005,2019,Outros,442640077.34999996,0.0,1811204.81,13241468.68,15052673.49
4111407,2019,Outros,205818244.51000002,1490482.25,370275.44,5836879.65,7697637.340000001
4121752,2019,Outros,170901429.01999998,0.0,439742.04,4553139.36,4992881.4
4111555,2019,Outros,137290745.98000002,0.0,529296.52,5022773.16,5552069.68
4120200,2019,Outros,124759584.08000001,0.0,644113.42,3534960.45,4179073.87
4108908,2019,Outros,131435390.73000002,0.0,238146.91,2948732.93,3186879.8400000003
4314100,2019,Outros,2669139294.6899996,0.0,5054457.94,102141507.74000001,107195965.68
4312807,2019,Outros,113975693.41,0.0,70093.33,4549344.14,4619437.47
4310538,2019,Outros,98932863.14999999,0.0,21914.81,3615420.35,3637335.16
4300570,2019,Outros,91394786.47999999,0.0,24642.36,3141527.44,3166169.8
4301859,2019,Outros,76861571.32,0.0,52872.04,3057863.04,3110735.08
4315503,2019,Outros,268022472.96,0.0,219920.53,7878441.17,8098361.7
4313011,2019,Outros,102582246.80000001,0.0,4900.0,2779511.72,2784411.72
4306767,2019,Outros,642059656.2799999,0.0,2502832.07,35083984.29,37586816.36
4304671,2019,Outros,115599487.33000001,0.0,162985.52,3293668.7199999997,3456654.2399999998
4307104,2019,Outros,139971050.62,0.0,182804.34,2617572.41,2800376.75
4300802,2019,Outros,255444121.95,0.0,121949.75,10142344.02,10264293.77
4304200,2019,Outros,425910352.0,0.0,1416199.33,18057936.6,19474135.93
4317251,2019,Outros,59704154.98,0.0,85136.0,3448034.54,3533170.54
4316600,2019,Outros,292003264.92,0.0,202004.96,7449834.26,7651839.22
4317004,2019,Outros,138135499.59,0.0,195658.26,4387477.57,4583135.83
4308656,2019,Outros,91988740.62,0.0,152480.23,1837384.34,1989864.57
4321832,2019,Outros,82785649.45,0.0,298806.54,1406110.58,1704917.12
4302154,2019,Outros,78095510.71000001,0.0,41104.0,2577935.4,2619039.4
4307609,2019,Outros,732025048.7999998,0.0,39553.99,30892903.92,30932457.91
4322806,2019,Outros,504219270.78000003,0.0,675539.51,22001524.01,22677063.520000003
4323754,2019,Outros,87894318.55000001,0.0,74725.51,1624396.67,1699122.18
4300109,2019,Outros,288647919.55,0.0,62194.12,6304502.12,6366696.24
4310876,2019,Outros,78205730.97,0.0,14019.75,2737883.35,2751903.1
4309050,2019,Outros,157885879.02999997,0.0,241964.11,6576146.92,6818111.03
4318432,2019,Outros,74778495.00999999,0.0,255245.34,3319382.67,3574628.01
4312450,2019,Outros,96136857.03,0.0,287560.5,2407719.0,2695279.5
4301701,2019,Outros,120020769.53999999,6500.0,29822.0,4973049.25,5009371.25
4310603,2019,Outros,725711301.42,0.0,422238.74,15199484.75,15621723.489999998
4304853,2019,Outros,59117744.150000006,0.0,16948.62,1923612.47,1940561.09
4302907,2019,Outros,229078065.12000003,0.0,0.0,0.0,0.0
4301925,2019,Outros,81221164.48,0.0,262295.62,2687085.57,2949381.19
4316428,2019,Outros,72774120.54,0.0,60328.31,2256191.3,2316519.61
4321352,2019,Outros,89914442.82,0.0,922471.3,2540512.48,3462983.7800000003
4302238,2019,Outros,104241058.07,0.0,34332.13,2612126.98,2646459.11
3506607,2019,Outros,313921476.47,0.0,568804.36,7034217.53,7603021.890000001
3528858,2019,Outros,106242196.97999999,0.0,108859.64,3686174.51,3795034.15
